Hour,Region,FacilityLoad_MW,AvailableRenewable_MW,DirectRenewable_MW,RenewableCharge_MW,GridCharge_MW,DischargePower_MW,GridLoad_MW,GridPurchase_MW,GridSell_MW,Curtailment_MW,NetGridImport_MW,SOC_MWh,ElectricityPrice_CNY_per_MWh,SellPrice_CNY_per_MWh,CarbonIntensity_tCO2_per_MWh
5,RegionD,589.3631995733759,877.65,589.3631995733759,0.0,0.0,0.0,0.0,0.0,123.79199957337596,164.49480085324808,-123.79199957337596,405.0,280.41,218.72,0.4391
6,RegionD,587.3408000000001,950.0,587.3408000000001,0.0,0.0,0.0,0.0,0.0,123.79199957337596,238.86720042662398,-123.79199957337596,405.0,280.59,218.86,0.4315
7,RegionD,607.411199573376,1012.13,607.411199573376,0.0,0.0,0.0,0.0,0.0,123.79199957337596,280.926800853248,-123.79199957337596,405.0,431.95,336.92,0.4233
8,RegionD,580.313599573376,1059.81,580.313599573376,0.0,0.0,0.0,0.0,0.0,123.79199957337596,355.704400853248,-123.79199957337596,405.0,432.22,337.13,0.415
9,RegionD,548.3391995733759,1089.78,548.3391995733759,0.0,0.0,0.0,0.0,0.0,123.79199957337596,417.6488008532481,-123.79199957337596,405.0,432.48,337.33,0.4074
10,RegionD,541.8367995733761,1100.0,541.8367995733761,0.0,0.0,0.0,0.0,0.0,123.79199957337596,434.37120085324796,-123.79199957337596,405.0,432.75,337.55,0.4008
11,RegionD,488.7296,1089.78,488.7296,0.0,0.0,0.0,0.0,0.0,123.79199957337596,477.258400426624,-123.79199957337596,405.0,433.01,337.75,0.3959
12,RegionD,452.16,1059.81,452.16,0.0,0.0,0.0,0.0,0.0,123.79199957337596,483.8580004266239,-123.79199957337596,405.0,433.27,337.95,0.393
13,RegionD,453.54240000000004,1012.13,453.54240000000004,0.0,0.0,0.0,0.0,0.0,123.79199957337596,434.795600426624,-123.79199957337596,405.0,433.53,338.15,0.3923
14,RegionD,390.131199573376,950.0,390.131199573376,0.0,0.0,0.0,0.0,0.0,123.79199957337596,436.07680085324796,-123.79199957337596,405.0,433.78,338.35,0.3938
15,RegionD,388.651519573376,877.65,388.651519573376,0.0,0.0,0.0,0.0,0.0,123.79199957337596,365.206480853248,-123.79199957337596,405.0,434.02,338.54,0.3976
16,RegionD,334.78400000000005,800.0,334.78400000000005,0.0,0.0,0.0,0.0,0.0,123.79199957337596,341.424000426624,-123.79199957337596,405.0,434.26,338.72,0.4033
17,RegionD,308.671999573376,722.35,308.671999573376,0.0,0.0,0.0,0.0,0.0,123.79199957337596,289.88600085324805,-123.79199957337596,405.0,630.02,491.42,0.4107
18,RegionD,262.92480000000006,650.0,262.92480000000006,0.0,0.0,0.0,0.0,0.0,123.79199957337596,263.283200426624,-123.79199957337596,405.0,630.36,491.68,0.4192
19,RegionD,293.09440042662396,587.87,293.09440042662396,0.0,0.0,0.0,0.0,0.0,123.79199957337596,170.98360000000008,-123.79199957337596,405.0,630.69,491.94,0.4282
20,RegionD,279.11680042662397,540.19,279.11680042662397,0.0,0.0,0.0,0.0,0.0,123.79199957337596,137.28120000000013,-123.79199957337596,405.0,631.0,492.18,0.4373
21,RegionD,307.49440000000004,510.22,307.49440000000004,0.0,0.0,0.0,0.0,0.0,123.79199957337596,78.93360042662403,-123.79199957337596,405.0,631.31,492.42,0.4457
22,RegionD,349.82400042662397,500.0,349.82400042662397,0.0,0.0,0.0,0.0,0.0,123.79199957337596,26.38400000000007,-123.79199957337596,405.0,392.04,305.79,0.453
23,RegionD,412.64640042662404,510.22,412.64640042662404,0.0,0.0,0.0,0.0,0.0,97.57359957337599,0.0,-97.57359957337599,405.0,392.22,305.93,0.4586
24,RegionD,459.1488,540.19,459.1488,0.0,0.0,0.0,0.0,0.0,81.04120000000006,0.0,-81.04120000000006,405.0,283.39,221.04,0.4623
25,RegionD,479.30879999999996,587.87,479.30879999999996,0.0,0.0,0.0,0.0,0.0,108.56120000000004,0.0,-108.56120000000004,405.0,283.51,221.14,0.4637
26,RegionD,534.271999573376,650.0,534.271999573376,0.0,0.0,0.0,0.0,0.0,115.72800042662402,0.0,-115.72800042662402,405.0,283.63,221.23,0.4629
27,RegionD,535.667199573376,722.35,535.667199573376,0.0,0.0,0.0,0.0,0.0,131.39839957337603,55.28440085324797,-131.39839957337603,405.0,283.74,221.32,0.4598
28,RegionD,589.5168,800.0,589.5168,0.0,0.0,0.0,0.0,0.0,131.39839957337603,79.08480042662399,-131.39839957337603,405.0,283.85,221.4,0.4547
29,RegionD,584.051199573376,877.65,584.051199573376,0.0,0.0,0.0,0.0,0.0,131.39839957337603,162.2004008532479,-131.39839957337603,405.0,283.95,221.48,0.4479
30,RegionD,594.4832000000001,950.0,594.4832000000001,0.0,0.0,0.0,0.0,0.0,131.39839957337603,224.11840042662385,-131.39839957337603,405.0,284.04,221.55,0.44
31,RegionD,581.145600426624,1012.13,581.145600426624,0.0,0.0,0.0,0.0,0.0,131.39839957337603,299.58599999999996,-131.39839957337603,405.0,437.13,340.96,0.4315
32,RegionD,551.36,1059.81,551.36,0.0,0.0,0.0,0.0,0.0,131.39839957337603,377.0516004266239,-131.39839957337603,405.0,437.26,341.06,0.423
33,RegionD,578.982399573376,1089.78,578.982399573376,0.0,0.0,0.0,0.0,0.0,131.39839957337603,379.3992008532479,-131.39839957337603,405.0,437.39,341.16,0.4151
34,RegionD,519.923199573376,1100.0,519.923199573376,0.0,0.0,0.0,0.0,0.0,131.39839957337603,448.678400853248,-131.39839957337603,405.0,437.5,341.25,0.4083
35,RegionD,508.1472,1089.78,508.1472,0.0,0.0,0.0,0.0,0.0,131.39839957337603,450.23440042662395,-131.39839957337603,405.0,437.61,341.34,0.4031
36,RegionD,436.27135957337606,1059.81,436.27135957337606,0.0,0.0,0.0,0.0,0.0,131.39839957337603,492.1402408532479,-131.39839957337603,405.0,437.7,341.41,0.3998
37,RegionD,440.97792042662405,1012.13,440.97792042662405,0.0,0.0,0.0,0.0,0.0,131.39839957337603,439.75367999999986,-131.39839957337603,405.0,437.79,341.48,0.3988
38,RegionD,388.48000042662403,950.0,388.48000042662403,0.0,0.0,0.0,0.0,0.0,131.39839957337603,430.1216,-131.39839957337603,405.0,437.87,341.54,0.4
39,RegionD,350.374400426624,877.65,350.374400426624,0.0,0.0,0.0,0.0,0.0,131.39839957337603,395.87719999999996,-131.39839957337603,405.0,437.94,341.59,0.4034
40,RegionD,320.140799573376,800.0,320.140799573376,0.0,0.0,0.0,0.0,0.0,131.39839957337603,348.460800853248,-131.39839957337603,405.0,438.01,341.65,0.4088
41,RegionD,323.13599999999997,722.35,323.13599999999997,0.0,0.0,0.0,0.0,0.0,131.39839957337603,267.81560042662403,-131.39839957337603,405.0,635.18,495.44,0.4158
42,RegionD,285.593600426624,650.0,285.593600426624,0.0,0.0,0.0,0.0,0.0,131.39839957337603,233.00799999999998,-131.39839957337603,405.0,635.25,495.5,0.4239
43,RegionD,283.4432,587.87,283.4432,0.0,0.0,0.0,0.0,0.0,131.39839957337603,173.028400426624,-131.39839957337603,405.0,635.3,495.53,0.4326
44,RegionD,299.52,540.19,299.52,0.0,0.0,0.0,0.0,0.0,131.39839957337603,109.27160042662405,-131.39839957337603,405.0,635.33,495.56,0.4413
45,RegionD,339.020799573376,510.22,339.020799573376,0.0,0.0,0.0,0.0,0.0,131.39839957337603,39.800800853248006,-131.39839957337603,405.0,635.36,495.58,0.4493
46,RegionD,368.601600426624,500.0,368.601600426624,0.0,0.0,0.0,0.0,0.0,131.39839957337603,0.0,-131.39839957337603,405.0,394.37,307.61,0.4562
47,RegionD,406.72,510.22,406.72,0.0,0.0,0.0,0.0,0.0,103.5,0.0,-103.5,405.0,394.37,307.61,0.4615
48,RegionD,444.070399573376,540.19,444.070399573376,0.0,0.0,0.0,0.0,0.0,96.11960042662406,0.0,-96.11960042662406,405.0,284.81,222.15,0.4647
49,RegionD,483.916800426624,587.87,483.916800426624,0.0,0.0,0.0,0.0,0.0,103.95319957337603,0.0,-103.95319957337603,405.0,284.8,222.14,0.4658
50,RegionD,543.884799573376,650.0,543.884799573376,0.0,0.0,0.0,0.0,0.0,106.11520042662403,0.0,-106.11520042662403,405.0,284.78,222.13,0.4645
51,RegionD,554.201600426624,722.35,554.201600426624,0.0,0.0,0.0,0.0,0.0,137.18400000000003,30.964399573375943,-137.18400000000003,405.0,284.76,222.11,0.461
52,RegionD,564.288,800.0,564.288,0.0,0.0,0.0,0.0,0.0,137.18400000000003,98.52799999999996,-137.18400000000003,405.0,284.73,222.09,0.4555
53,RegionD,601.1392,877.65,601.1392,0.0,0.0,0.0,0.0,0.0,137.18400000000003,139.3268,-137.18400000000003,405.0,284.7,222.07,0.4483
54,RegionD,601.7023995733759,950.0,601.7023995733759,0.0,0.0,0.0,0.0,0.0,137.18400000000003,211.11360042662403,-137.18400000000003,405.0,284.66,222.03,0.44
55,RegionD,608.3839995733761,1012.13,608.3839995733761,0.0,0.0,0.0,0.0,0.0,137.18400000000003,266.5620004266239,-137.18400000000003,405.0,437.86,341.53,0.4311
56,RegionD,596.3519995733759,1059.81,596.3519995733759,0.0,0.0,0.0,0.0,0.0,137.18400000000003,326.274000426624,-137.18400000000003,405.0,437.78,341.47,0.4222
57,RegionD,530.060799573376,1089.78,530.060799573376,0.0,0.0,0.0,0.0,0.0,137.18400000000003,422.53520042662393,-137.18400000000003,405.0,437.7,341.41,0.4139
58,RegionD,502.77119999999996,1100.0,502.77119999999996,0.0,0.0,0.0,0.0,0.0,137.18400000000003,460.04480000000007,-137.18400000000003,405.0,437.61,341.34,0.4067
59,RegionD,497.843200426624,1089.78,497.843200426624,0.0,0.0,0.0,0.0,0.0,137.18400000000003,454.75279957337597,-137.18400000000003,405.0,437.51,341.26,0.401
60,RegionD,439.29088042662397,1059.81,439.29088042662397,0.0,0.0,0.0,0.0,0.0,137.18400000000003,483.33511957337595,-137.18400000000003,405.0,437.4,341.17,0.3974
61,RegionD,417.9968,1012.13,417.9968,0.0,0.0,0.0,0.0,0.0,137.18400000000003,456.94919999999996,-137.18400000000003,405.0,437.28,341.08,0.396
62,RegionD,423.417599573376,950.0,423.417599573376,0.0,0.0,0.0,0.0,0.0,137.18400000000003,389.39840042662394,-137.18400000000003,405.0,437.16,340.98,0.3968
63,RegionD,381.743360426624,877.65,381.743360426624,0.0,0.0,0.0,0.0,0.0,137.18400000000003,358.72263957337594,-137.18400000000003,405.0,437.03,340.88,0.3998
64,RegionD,316.608000426624,800.0,316.608000426624,0.0,0.0,0.0,0.0,0.0,137.18400000000003,346.20799957337596,-137.18400000000003,405.0,436.9,340.78,0.4048
65,RegionD,326.95040042662407,722.35,326.95040042662407,0.0,0.0,0.0,0.0,0.0,137.18400000000003,258.2155995733759,-137.18400000000003,405.0,633.3,493.97,0.4114
66,RegionD,307.712,650.0,307.712,0.0,0.0,0.0,0.0,0.0,137.18400000000003,205.10399999999998,-137.18400000000003,405.0,633.08,493.8,0.4192
67,RegionD,296.63999957337603,587.87,296.63999957337603,0.0,0.0,0.0,0.0,0.0,137.18400000000003,154.04600042662395,-137.18400000000003,405.0,632.86,493.63,0.4275
68,RegionD,341.516799573376,540.19,341.516799573376,0.0,0.0,0.0,0.0,0.0,137.18400000000003,61.48920042662405,-137.18400000000003,405.0,632.63,493.45,0.4358
69,RegionD,356.78720042662405,510.22,356.78720042662405,0.0,0.0,0.0,0.0,0.0,137.18400000000003,16.248799573375948,-137.18400000000003,405.0,632.4,493.27,0.4435
70,RegionD,362.816,500.0,362.816,0.0,0.0,0.0,0.0,0.0,137.18400000000003,0.0,-137.18400000000003,405.0,392.37,306.05,0.4501
71,RegionD,418.21440042662397,510.22,418.21440042662397,0.0,0.0,0.0,0.0,0.0,92.00559957337606,0.0,-92.00559957337606,405.0,392.22,305.93,0.455
72,RegionD,452.4928,540.19,452.4928,0.0,0.0,0.0,0.0,0.0,87.69720000000007,0.0,-87.69720000000007,405.0,283.15,220.86,0.4579
73,RegionD,498.93119957337603,587.87,498.93119957337603,0.0,0.0,0.0,0.0,0.0,88.93880042662397,0.0,-88.93880042662397,405.0,283.03,220.76,0.4586
74,RegionD,519.0528,650.0,519.0528,0.0,0.0,0.0,0.0,0.0,130.57919999999996,0.367999999999995,-130.57919999999996,405.0,282.92,220.68,0.4571
75,RegionD,533.376000426624,722.35,533.376000426624,0.0,0.0,0.0,0.0,0.0,130.57919999999996,58.39479957337602,-130.57919999999996,405.0,282.79,220.58,0.4533
76,RegionD,580.748799573376,800.0,580.748799573376,0.0,0.0,0.0,0.0,0.0,130.57919999999996,88.67200042662404,-130.57919999999996,405.0,282.67,220.48,0.4475
77,RegionD,579.0463995733761,877.65,579.0463995733761,0.0,0.0,0.0,0.0,0.0,130.57919999999996,168.0244004266239,-130.57919999999996,405.0,282.54,220.38,0.4401
78,RegionD,585.036800426624,950.0,585.036800426624,0.0,0.0,0.0,0.0,0.0,130.57919999999996,234.383999573376,-130.57919999999996,405.0,282.42,220.29,0.4315
79,RegionD,593.164800426624,1012.13,593.164800426624,0.0,0.0,0.0,0.0,0.0,130.57919999999996,288.38599957337607,-130.57919999999996,405.0,434.29,338.75,0.4223
80,RegionD,605.5808000000001,1059.81,605.5808000000001,0.0,0.0,0.0,0.0,0.0,130.57919999999996,323.6499999999999,-130.57919999999996,405.0,434.09,338.59,0.4132
81,RegionD,541.017599573376,1089.78,541.017599573376,0.0,0.0,0.0,0.0,0.0,130.57919999999996,418.18320042662407,-130.57919999999996,405.0,433.89,338.43,0.4046
82,RegionD,541.1712004266241,1100.0,541.1712004266241,0.0,0.0,0.0,0.0,0.0,130.57919999999996,428.249599573376,-130.57919999999996,405.0,433.69,338.28,0.3972
83,RegionD,523.1360004266239,1089.78,523.1360004266239,0.0,0.0,0.0,0.0,0.0,130.57919999999996,436.0647995733761,-130.57919999999996,405.0,433.49,338.12,0.3914
84,RegionD,450.11200042662404,1059.81,450.11200042662404,0.0,0.0,0.0,0.0,0.0,130.57919999999996,479.11879957337595,-130.57919999999996,405.0,433.28,337.96,0.3875
85,RegionD,442.92992,1012.13,442.92992,0.0,0.0,0.0,0.0,0.0,130.57919999999996,438.6208800000001,-130.57919999999996,405.0,433.08,337.8,0.3859
86,RegionD,389.5808,950.0,389.5808,0.0,0.0,0.0,0.0,0.0,130.57919999999996,429.8400000000001,-130.57919999999996,405.0,432.88,337.65,0.3866
87,RegionD,367.7696,877.65,367.7696,0.0,0.0,0.0,0.0,0.0,130.57919999999996,379.3012,-130.57919999999996,405.0,432.68,337.49,0.3895
88,RegionD,328.57600042662403,800.0,328.57600042662403,0.0,0.0,0.0,0.0,0.0,130.57919999999996,340.844799573376,-130.57919999999996,405.0,432.48,337.33,0.3944
89,RegionD,285.6448,722.35,285.6448,0.0,0.0,0.0,0.0,0.0,130.57919999999996,306.1260000000001,-130.57919999999996,405.0,626.8,488.9,0.4009
90,RegionD,267.148800426624,650.0,267.148800426624,0.0,0.0,0.0,0.0,0.0,130.57919999999996,252.27199957337604,-130.57919999999996,405.0,626.51,488.68,0.4085
91,RegionD,288.93440000000004,587.87,288.93440000000004,0.0,0.0,0.0,0.0,0.0,130.57919999999996,168.3564,-130.57919999999996,405.0,626.23,488.46,0.4167
92,RegionD,330.16319957337606,540.19,330.16319957337606,0.0,0.0,0.0,0.0,0.0,130.57919999999996,79.44760042662404,-130.57919999999996,405.0,625.95,488.24,0.425
93,RegionD,321.049599573376,510.22,321.049599573376,0.0,0.0,0.0,0.0,0.0,130.57919999999996,58.591200426624084,-130.57919999999996,405.0,625.67,488.02,0.4326
94,RegionD,369.42080000000004,500.0,369.42080000000004,0.0,0.0,0.0,0.0,0.0,130.57919999999996,0.0,-130.57919999999996,405.0,388.18,302.78,0.4392
95,RegionD,403.5072,510.22,403.5072,0.0,0.0,0.0,0.0,0.0,106.71280000000002,0.0,-106.71280000000002,405.0,388.01,302.65,0.4441
96,RegionD,426.150399573376,540.19,426.150399573376,7.326800426624061,0.0,0.0,0.0,0.0,106.71280000000002,0.0,-106.71280000000002,411.8871924010266,280.11,218.49,0.447
97,RegionD,482.66239957337604,587.87,482.66239957337604,0.0,0.0,0.0,0.0,0.0,105.20760042662397,0.0,-105.20760042662397,411.8871924010266,280.0,218.4,0.4477
98,RegionD,542.3743999999999,650.0,542.3743999999999,0.0,0.0,0.0,0.0,0.0,107.62560000000008,0.0,-107.62560000000008,411.8871924010266,279.89,218.31,0.4462
99,RegionD,556.134399573376,722.35,556.134399573376,0.0,0.0,0.0,0.0,0.0,117.17760042662394,49.038000000000125,-117.17760042662394,411.8871924010266,279.78,218.23,0.4424
100,RegionD,580.211199573376,800.0,580.211199573376,0.0,0.0,0.0,0.0,0.0,117.17760042662394,102.61120000000005,-117.17760042662394,411.8871924010266,279.67,218.14,0.4367
101,RegionD,583.7056,877.65,583.7056,0.0,0.0,0.0,0.0,0.0,117.17760042662394,176.76679957337603,-117.17760042662394,411.8871924010266,279.57,218.06,0.4293
102,RegionD,557.568,950.0,557.568,0.0,0.0,0.0,0.0,0.0,117.17760042662394,275.2543995733761,-117.17760042662394,411.8871924010266,279.47,217.99,0.4208
103,RegionD,594.380799573376,1012.13,594.380799573376,0.0,0.0,0.0,0.0,0.0,117.17760042662394,300.5716000000001,-117.17760042662394,411.8871924010266,429.8,335.24,0.4118
104,RegionD,568.192,1059.81,568.192,0.0,0.0,0.0,0.0,0.0,117.17760042662394,374.440399573376,-117.17760042662394,411.8871924010266,429.66,335.13,0.4027
105,RegionD,586.1888,1089.78,586.1888,0.0,0.0,0.0,0.0,0.0,117.17760042662394,386.413599573376,-117.17760042662394,411.8871924010266,429.52,335.03,0.3943
106,RegionD,502.74560042662404,1100.0,502.74560042662404,0.0,0.0,0.0,0.0,0.0,117.17760042662394,480.076799146752,-117.17760042662394,411.8871924010266,429.39,334.92,0.387
107,RegionD,479.014399573376,1089.78,479.014399573376,0.0,0.0,0.0,0.0,0.0,117.17760042662394,493.58799999999997,-117.17760042662394,411.8871924010266,429.27,334.83,0.3814
108,RegionD,446.4384,1059.81,446.4384,0.0,0.0,0.0,0.0,0.0,117.17760042662394,496.193999573376,-117.17760042662394,411.8871924010266,429.16,334.74,0.3777
109,RegionD,424.82815957337607,1012.13,424.82815957337607,0.0,0.0,0.0,0.0,0.0,117.17760042662394,470.12424,-117.17760042662394,411.8871924010266,429.05,334.66,0.3763
110,RegionD,390.629120426624,950.0,390.629120426624,0.0,0.0,0.0,0.0,0.0,117.17760042662394,442.19327914675205,-117.17760042662394,411.8871924010266,428.95,334.58,0.3771
111,RegionD,352.064000426624,877.65,352.064000426624,0.0,0.0,0.0,0.0,0.0,117.17760042662394,408.4083991467521,-117.17760042662394,411.8871924010266,428.85,334.5,0.3802
112,RegionD,325.90080042662396,800.0,325.90080042662396,0.0,0.0,0.0,0.0,0.0,117.17760042662394,356.9215991467521,-117.17760042662394,411.8871924010266,428.76,334.43,0.3853
113,RegionD,309.209599573376,722.35,309.209599573376,0.0,0.0,0.0,0.0,0.0,117.17760042662394,295.9628000000001,-117.17760042662394,411.8871924010266,621.59,484.84,0.3921
114,RegionD,309.2608,650.0,309.2608,0.0,0.0,0.0,0.0,0.0,117.17760042662394,223.56159957337604,-117.17760042662394,411.8871924010266,621.49,484.76,0.4
115,RegionD,285.2864,587.87,285.2864,0.0,0.0,0.0,0.0,0.0,117.17760042662394,185.40599957337605,-117.17760042662394,411.8871924010266,621.4,484.69,0.4085
116,RegionD,311.7568,540.19,311.7568,0.0,0.0,0.0,0.0,0.0,117.17760042662394,111.25559957337612,-117.17760042662394,411.8871924010266,621.32,484.63,0.417
117,RegionD,345.292799573376,510.22,345.292799573376,0.0,0.0,0.0,0.0,0.0,117.17760042662394,47.7496000000001,-117.17760042662394,411.8871924010266,621.25,484.57,0.4249
118,RegionD,382.82239957337606,500.0,382.82239957337606,0.0,0.0,0.0,0.0,0.0,117.17760042662394,0.0,-117.17760042662394,411.8871924010266,385.57,300.74,0.4317
119,RegionD,387.3408,510.22,387.3408,0.0,0.0,0.0,0.0,0.0,117.17760042662394,5.701599573376086,-117.17760042662394,411.8871924010266,385.54,300.72,0.4369
120,RegionD,449.71520000000004,540.19,449.71520000000004,0.0,0.0,0.0,0.0,0.0,90.47480000000002,0.0,-90.47480000000002,411.8871924010266,278.44,217.18,0.4402
121,RegionD,508.108799573376,587.87,508.108799573376,0.0,0.0,0.0,0.0,0.0,79.76120042662399,0.0,-79.76120042662399,411.8871924010266,278.43,217.18,0.4412
122,RegionD,491.0848,650.0,491.0848,0.0,0.0,0.0,0.0,0.0,151.302400426624,7.612799573376037,-151.302400426624,411.8871924010266,278.43,217.18,0.44
123,RegionD,536.268800426624,722.35,536.268800426624,0.0,0.0,0.0,0.0,0.0,151.302400426624,34.77879914675202,-151.302400426624,411.8871924010266,278.43,217.18,0.4366
124,RegionD,594.841600426624,800.0,594.841600426624,0.0,0.0,0.0,0.0,0.0,151.302400426624,53.85599914675197,-151.302400426624,411.8871924010266,278.44,217.18,0.4312
125,RegionD,596.761600426624,877.65,596.761600426624,0.0,0.0,0.0,0.0,0.0,151.302400426624,129.585999146752,-151.302400426624,411.8871924010266,278.45,217.19,0.4242
126,RegionD,584.2944,950.0,584.2944,0.0,0.0,0.0,0.0,0.0,151.302400426624,214.403199573376,-151.302400426624,411.8871924010266,278.48,217.21,0.4161
127,RegionD,573.094399573376,1012.13,573.094399573376,0.0,0.0,0.0,0.0,0.0,151.302400426624,287.7332,-151.302400426624,411.8871924010266,428.47,334.21,0.4074
128,RegionD,590.9376,1059.81,590.9376,0.0,0.0,0.0,0.0,0.0,151.302400426624,317.569999573376,-151.302400426624,411.8871924010266,428.52,334.25,0.3987
129,RegionD,552.5888000000001,1089.78,552.5888000000001,0.0,0.0,0.0,0.0,0.0,151.302400426624,385.8887995733759,-151.302400426624,411.8871924010266,428.58,334.29,0.3907
130,RegionD,515.6992,1100.0,515.6992,0.0,0.0,0.0,0.0,0.0,151.302400426624,432.998399573376,-151.302400426624,411.8871924010266,428.65,334.35,0.3838
131,RegionD,491.827199573376,1089.78,491.827199573376,0.0,0.0,0.0,0.0,0.0,151.302400426624,446.6504,-151.302400426624,411.8871924010266,428.72,334.4,0.3785
132,RegionD,438.75072,1059.81,438.75072,0.0,0.0,0.0,0.0,0.0,151.302400426624,469.75687957337595,-151.302400426624,411.8871924010266,428.81,334.47,0.3753
133,RegionD,440.47744,1012.13,440.47744,0.0,0.0,0.0,0.0,0.0,151.302400426624,420.350159573376,-151.302400426624,411.8871924010266,428.9,334.54,0.3742
134,RegionD,393.054720426624,950.0,393.054720426624,0.0,0.0,0.0,0.0,0.0,151.302400426624,405.64287914675197,-151.302400426624,411.8871924010266,429.01,334.63,0.3755
135,RegionD,372.63232,877.65,372.63232,0.0,0.0,0.0,0.0,0.0,151.302400426624,353.715279573376,-151.302400426624,411.8871924010266,429.12,334.71,0.379
136,RegionD,313.241600426624,800.0,313.241600426624,0.0,0.0,0.0,0.0,0.0,151.302400426624,335.455999146752,-151.302400426624,411.8871924010266,429.24,334.81,0.3845
137,RegionD,262.694400426624,722.35,262.694400426624,0.0,0.0,0.0,0.0,0.0,151.302400426624,308.35319914675205,-151.302400426624,411.8871924010266,622.59,485.62,0.3917
138,RegionD,273.6512,650.0,273.6512,0.0,0.0,0.0,0.0,0.0,151.302400426624,225.046399573376,-151.302400426624,411.8871924010266,622.79,485.78,0.4
139,RegionD,314.5344,587.87,314.5344,0.0,0.0,0.0,0.0,0.0,151.302400426624,122.03319957337601,-151.302400426624,411.8871924010266,623.0,485.94,0.4089
140,RegionD,292.607999573376,540.19,292.607999573376,0.0,0.0,0.0,0.0,0.0,151.302400426624,96.27960000000007,-151.302400426624,411.8871924010266,623.22,486.11,0.4178
141,RegionD,357.056000426624,510.22,357.056000426624,0.0,0.0,0.0,0.0,0.0,151.302400426624,1.8615991467520416,-151.302400426624,411.8871924010266,623.45,486.29,0.4261
142,RegionD,348.697599573376,500.0,348.697599573376,0.0,0.0,0.0,0.0,0.0,151.302400426624,0.0,-151.302400426624,411.8871924010266,387.12,301.95,0.4333
143,RegionD,436.71039999999994,510.22,436.71039999999994,0.0,0.0,0.0,0.0,0.0,73.50960000000009,0.0,-73.50960000000009,411.8871924010266,387.28,302.08,0.439
144,RegionD,415.52640042662404,540.19,415.52640042662404,0.0,0.0,0.0,0.0,0.0,84.20280042662392,40.460799146752095,-84.20280042662392,411.8871924010266,279.82,218.26,0.4426
145,RegionD,503.6671995733761,587.87,503.6671995733761,0.0,0.0,0.0,0.0,0.0,84.20280042662392,0.0,-84.20280042662392,411.8871924010266,279.95,218.36,0.444
146,RegionD,513.907199573376,650.0,513.907199573376,0.0,0.0,0.0,0.0,0.0,95.00800000000004,41.08480042662393,-95.00800000000004,411.8871924010266,280.08,218.46,0.4432
147,RegionD,533.0944000000001,722.35,533.0944000000001,0.0,0.0,0.0,0.0,0.0,95.00800000000004,94.24759999999992,-95.00800000000004,411.8871924010266,280.21,218.56,0.4402
148,RegionD,596.9152,800.0,596.9152,0.0,0.0,0.0,0.0,0.0,95.00800000000004,108.07679999999993,-95.00800000000004,411.8871924010266,280.34,218.67,0.4352
149,RegionD,610.368000426624,877.65,610.368000426624,0.0,0.0,0.0,0.0,0.0,95.00800000000004,172.27399957337593,-95.00800000000004,411.8871924010266,280.49,218.78,0.4286
150,RegionD,603.929600426624,950.0,603.929600426624,0.0,0.0,0.0,0.0,0.0,95.00800000000004,251.06239957337596,-95.00800000000004,411.8871924010266,280.63,218.89,0.4208
151,RegionD,636.774400426624,1012.13,636.774400426624,0.0,0.0,0.0,0.0,0.0,95.00800000000004,280.347599573376,-95.00800000000004,411.8871924010266,431.97,336.94,0.4125
152,RegionD,575.718400426624,1059.81,575.718400426624,0.0,0.0,0.0,0.0,0.0,95.00800000000004,389.08359957337586,-95.00800000000004,411.8871924010266,432.2,337.12,0.4042
153,RegionD,572.8384,1089.78,572.8384,0.0,0.0,0.0,0.0,0.0,95.00800000000004,421.93359999999996,-95.00800000000004,411.8871924010266,432.44,337.3,0.3965
154,RegionD,521.8944,1100.0,521.8944,0.0,0.0,0.0,0.0,0.0,95.00800000000004,483.09759999999994,-95.00800000000004,411.8871924010266,432.68,337.49,0.3899
155,RegionD,484.00639957337603,1089.78,484.00639957337603,0.0,0.0,0.0,0.0,0.0,95.00800000000004,510.7656004266239,-95.00800000000004,411.8871924010266,432.93,337.69,0.385
156,RegionD,467.07200000000006,1059.81,467.07200000000006,0.0,0.0,0.0,0.0,0.0,95.00800000000004,497.7299999999998,-95.00800000000004,411.8871924010266,433.18,337.88,0.3821
157,RegionD,418.02496,1012.13,418.02496,0.0,0.0,0.0,0.0,0.0,95.00800000000004,499.0970399999999,-95.00800000000004,411.8871924010266,433.43,338.08,0.3814
158,RegionD,400.83328042662407,950.0,400.83328042662407,0.0,0.0,0.0,0.0,0.0,95.00800000000004,454.15871957337595,-95.00800000000004,411.8871924010266,433.69,338.28,0.3829
159,RegionD,366.383360426624,877.65,366.383360426624,0.0,0.0,0.0,0.0,0.0,95.00800000000004,416.25863957337594,-95.00800000000004,411.8871924010266,433.96,338.49,0.3867
160,RegionD,323.13984,800.0,323.13984,0.0,0.0,0.0,0.0,0.0,95.00800000000004,381.85215999999997,-95.00800000000004,411.8871924010266,434.22,338.69,0.3925
161,RegionD,308.390399573376,722.35,308.390399573376,0.0,0.0,0.0,0.0,0.0,95.00800000000004,318.951600426624,-95.00800000000004,411.8871924010266,630.01,491.41,0.3999
162,RegionD,269.38879957337605,650.0,269.38879957337605,0.0,0.0,0.0,0.0,0.0,95.00800000000004,285.6032004266239,-95.00800000000004,411.8871924010266,630.4,491.71,0.4085
