Hour,Region,PricePeriod,ElectricityPrice_CNY_per_MWh,SellPrice_CNY_per_MWh,CarbonIntensity_tCO2_per_MWh,AvailableRenewable_MW,NonAI_IT_Load_MW,DemandResponseLevel,DataPeriod
1561,RegionC,Valley,429.46,0.0,0.6099,587.87,296.201333,Medium,Main_0_2399
1562,RegionC,Valley,429.36,0.0,0.6083,650.0,339.789333,Medium,Main_0_2399
1563,RegionC,Valley,429.26,0.0,0.6037,722.35,340.295333,Medium,Main_0_2399
1564,RegionC,Valley,429.16,0.0,0.5965,800.0,345.558667,Medium,Main_0_2399
1565,RegionC,Valley,429.04,0.0,0.5871,877.65,353.562667,Medium,Main_0_2399
1566,RegionC,Valley,428.91,0.0,0.5763,950.0,375.714667,Medium,Main_0_2399
1567,RegionC,Flat,659.66,0.0,0.5646,1012.13,382.542667,Medium,Main_0_2399
1568,RegionC,Flat,659.45,0.0,0.5529,1059.81,377.82,Medium,Main_0_2399
1569,RegionC,Flat,659.22,0.0,0.542,1089.78,375.447333,Medium,Main_0_2399
1570,RegionC,Flat,658.98,0.0,0.5325,1100.0,351.9,Medium,Main_0_2399
1571,RegionC,Flat,658.73,0.0,0.5252,1089.78,345.863,Medium,Main_0_2399
1572,RegionC,Flat,658.46,0.0,0.5204,1059.81,297.104333,Medium,Main_0_2399
1573,RegionC,Flat,658.19,0.0,0.5185,1012.13,307.33,Medium,Main_0_2399
1574,RegionC,Flat,657.9,0.0,0.5196,950.0,249.306667,Low,Main_0_2399
1575,RegionC,Flat,657.61,0.0,0.5236,877.65,223.678667,Low,Main_0_2399
1576,RegionC,Flat,657.3,0.0,0.5301,800.0,220.950667,Low,Main_0_2399
1577,RegionC,Peak,952.63,0.0,0.5388,722.35,207.422,Medium,Main_0_2399
1578,RegionC,Peak,952.17,0.0,0.5489,650.0,213.971333,Medium,Main_0_2399
1579,RegionC,Peak,951.69,0.0,0.5598,587.87,203.502,Medium,Main_0_2399
1580,RegionC,Peak,951.19,0.0,0.5707,540.19,198.746667,Medium,Main_0_2399
1581,RegionC,Peak,950.69,0.0,0.5808,510.22,202.31,Medium,Main_0_2399
1582,RegionC,Flat,589.76,0.0,0.5894,500.0,204.948,Low,Main_0_2399
1583,RegionC,Flat,589.44,0.0,0.5958,510.22,278.143333,Low,Main_0_2399
1584,RegionC,Valley,425.46,0.0,0.5997,540.19,309.847333,Medium,Main_0_2399
1585,RegionC,Valley,425.22,0.0,0.6006,587.87,350.184333,Medium,Main_0_2399
1586,RegionC,Valley,424.97,0.0,0.5985,650.0,350.908,Medium,Main_0_2399
1587,RegionC,Valley,424.72,0.0,0.5936,722.35,354.207667,Medium,Main_0_2399
1588,RegionC,Valley,424.47,0.0,0.586,800.0,375.516667,Medium,Main_0_2399
1589,RegionC,Valley,424.22,0.0,0.5763,877.65,379.014667,Medium,Main_0_2399
1590,RegionC,Valley,423.96,0.0,0.5651,950.0,375.720667,Medium,Main_0_2399
1591,RegionC,Flat,651.84,0.0,0.5531,1012.13,361.705,Medium,Main_0_2399
1592,RegionC,Flat,651.44,0.0,0.5411,1059.81,345.401667,Medium,Main_0_2399
1593,RegionC,Flat,651.04,0.0,0.5298,1089.78,344.893333,Medium,Main_0_2399
1594,RegionC,Flat,650.63,0.0,0.5201,1100.0,349.424,Medium,Main_0_2399
1595,RegionC,Flat,650.22,0.0,0.5125,1089.78,343.6,Medium,Main_0_2399
1596,RegionC,Flat,649.82,0.0,0.5075,1059.81,366.416,Medium,Main_0_2399
1597,RegionC,Flat,649.41,0.0,0.5054,1012.13,332.641333,Medium,Main_0_2399
1598,RegionC,Flat,649.0,0.0,0.5063,950.0,286.941667,Low,Main_0_2399
1599,RegionC,Flat,648.6,0.0,0.51,877.65,255.576667,Low,Main_0_2399
1600,RegionC,Flat,648.19,0.0,0.5164,800.0,221.871,Low,Main_0_2399
1601,RegionC,Peak,939.3,0.0,0.5249,722.35,218.031333,Medium,Main_0_2399
1602,RegionC,Peak,938.72,0.0,0.5349,650.0,226.994,Medium,Main_0_2399
1603,RegionC,Peak,938.15,0.0,0.5457,587.87,218.34,Medium,Main_0_2399
1604,RegionC,Peak,937.58,0.0,0.5565,540.19,219.933667,Medium,Main_0_2399
1605,RegionC,Peak,937.02,0.0,0.5666,510.22,253.169667,Medium,Main_0_2399
1606,RegionC,Flat,581.25,0.0,0.5751,500.0,283.702667,Low,Main_0_2399
1607,RegionC,Flat,580.92,0.0,0.5815,510.22,321.372667,Medium,Main_0_2399
1608,RegionC,Valley,419.31,0.0,0.5853,540.19,346.332667,Medium,Main_0_2399
1609,RegionC,Valley,419.07,0.0,0.5863,587.87,352.686,Medium,Main_0_2399
1610,RegionC,Valley,418.84,0.0,0.5843,650.0,364.590667,Medium,Main_0_2399
1611,RegionC,Valley,418.61,0.0,0.5793,722.35,364.859333,Medium,Main_0_2399
1612,RegionC,Valley,418.39,0.0,0.5718,800.0,347.936,Medium,Main_0_2399
1613,RegionC,Valley,418.17,0.0,0.5622,877.65,350.979,Medium,Main_0_2399
1614,RegionC,Valley,417.96,0.0,0.5511,950.0,368.88,Medium,Main_0_2399
1615,RegionC,Flat,642.69,0.0,0.5392,1012.13,382.670667,Medium,Main_0_2399
1616,RegionC,Flat,642.38,0.0,0.5274,1059.81,384.586667,Medium,Main_0_2399
1617,RegionC,Flat,642.08,0.0,0.5163,1089.78,376.096667,Medium,Main_0_2399
1618,RegionC,Flat,641.79,0.0,0.5068,1100.0,364.541333,Medium,Main_0_2399
1619,RegionC,Flat,641.52,0.0,0.4994,1089.78,362.224,Medium,Main_0_2399
1620,RegionC,Flat,641.25,0.0,0.4946,1059.81,336.197333,Medium,Main_0_2399
1621,RegionC,Flat,640.99,0.0,0.4927,1012.13,306.610667,Medium,Main_0_2399
1622,RegionC,Flat,640.75,0.0,0.4939,950.0,283.269,Low,Main_0_2399
1623,RegionC,Flat,640.51,0.0,0.4979,877.65,242.433333,Low,Main_0_2399
1624,RegionC,Flat,640.29,0.0,0.5046,800.0,252.653333,Low,Main_0_2399
1625,RegionC,Peak,928.12,0.0,0.5134,722.35,229.27,Medium,Main_0_2399
1626,RegionC,Peak,927.84,0.0,0.5237,650.0,217.585333,Medium,Main_0_2399
1627,RegionC,Peak,927.57,0.0,0.5349,587.87,219.836333,Medium,Main_0_2399
1628,RegionC,Peak,927.32,0.0,0.546,540.19,252.006667,Medium,Main_0_2399
1629,RegionC,Peak,927.09,0.0,0.5564,510.22,232.338667,Medium,Main_0_2399
1630,RegionC,Flat,575.31,0.0,0.5653,500.0,281.576,Low,Main_0_2399
1631,RegionC,Flat,575.19,0.0,0.5722,510.22,288.161333,Low,Main_0_2399
1632,RegionC,Valley,415.34,0.0,0.5764,540.19,347.836,Medium,Main_0_2399
1633,RegionC,Valley,415.27,0.0,0.5778,587.87,356.001333,Medium,Main_0_2399
1634,RegionC,Valley,415.21,0.0,0.5762,650.0,362.861333,Medium,Main_0_2399
1635,RegionC,Valley,415.17,0.0,0.5717,722.35,365.298333,Medium,Main_0_2399
1636,RegionC,Valley,415.13,0.0,0.5647,800.0,368.659333,Medium,Main_0_2399
1637,RegionC,Valley,415.1,0.0,0.5555,877.65,375.472,Medium,Main_0_2399
1638,RegionC,Valley,415.08,0.0,0.5449,950.0,371.68,Medium,Main_0_2399
1639,RegionC,Flat,638.56,0.0,0.5335,1012.13,371.451333,Medium,Main_0_2399
1640,RegionC,Flat,638.56,0.0,0.5222,1059.81,380.548333,Medium,Main_0_2399
1641,RegionC,Flat,638.57,0.0,0.5116,1089.78,382.083333,Medium,Main_0_2399
1642,RegionC,Flat,638.59,0.0,0.5026,1100.0,383.074667,Medium,Main_0_2399
1643,RegionC,Flat,638.63,0.0,0.4957,1089.78,381.904667,Medium,Main_0_2399
1644,RegionC,Flat,638.68,0.0,0.4914,1059.81,346.036667,Medium,Main_0_2399
1645,RegionC,Flat,638.75,0.0,0.4901,1012.13,337.540333,Medium,Main_0_2399
1646,RegionC,Flat,638.83,0.0,0.4917,950.0,303.585333,Low,Main_0_2399
1647,RegionC,Flat,638.92,0.0,0.4963,877.65,286.352333,Low,Main_0_2399
1648,RegionC,Flat,639.03,0.0,0.5035,800.0,253.628667,Low,Main_0_2399
1649,RegionC,Peak,926.76,0.0,0.5129,722.35,256.209667,Medium,Main_0_2399
1650,RegionC,Peak,926.96,0.0,0.5237,650.0,218.003333,Medium,Main_0_2399
1651,RegionC,Peak,927.17,0.0,0.5354,587.87,249.32,Medium,Main_0_2399
1652,RegionC,Peak,927.4,0.0,0.5471,540.19,278.533,Medium,Main_0_2399
1653,RegionC,Peak,927.65,0.0,0.558,510.22,261.923,Medium,Main_0_2399
1654,RegionC,Flat,575.94,0.0,0.5675,500.0,247.95,Low,Main_0_2399
1655,RegionC,Flat,576.12,0.0,0.5748,510.22,268.09,Low,Main_0_2399
1656,RegionC,Valley,416.22,0.0,0.5796,540.19,276.504,Low,Main_0_2399
1657,RegionC,Valley,416.36,0.0,0.5815,587.87,377.450667,Medium,Main_0_2399
1658,RegionC,Valley,416.51,0.0,0.5804,650.0,385.74,Medium,Main_0_2399
1659,RegionC,Valley,416.67,0.0,0.5764,722.35,375.652,Medium,Main_0_2399
1660,RegionC,Valley,416.83,0.0,0.5699,800.0,365.112,Medium,Main_0_2399
1661,RegionC,Valley,416.99,0.0,0.5612,877.65,360.964,Medium,Main_0_2399
1662,RegionC,Valley,417.17,0.0,0.5511,950.0,359.584,Medium,Main_0_2399
1663,RegionC,Flat,642.07,0.0,0.5402,1012.13,347.085333,Medium,Main_0_2399
1664,RegionC,Flat,642.36,0.0,0.5293,1059.81,354.315333,Medium,Main_0_2399
1665,RegionC,Flat,642.65,0.0,0.5192,1089.78,376.194333,Medium,Main_0_2399
1666,RegionC,Flat,642.95,0.0,0.5106,1100.0,380.214667,Medium,Main_0_2399
1667,RegionC,Flat,643.26,0.0,0.5042,1089.78,382.776667,Medium,Main_0_2399
1668,RegionC,Flat,643.58,0.0,0.5003,1059.81,359.491333,Medium,Main_0_2399
1669,RegionC,Flat,643.9,0.0,0.4994,1012.13,331.105667,Medium,Main_0_2399
1670,RegionC,Flat,644.22,0.0,0.5015,950.0,310.409,Low,Main_0_2399
1671,RegionC,Flat,644.56,0.0,0.5064,877.65,280.337333,Low,Main_0_2399
1672,RegionC,Flat,644.89,0.0,0.514,800.0,224.494,Low,Main_0_2399
1673,RegionC,Peak,935.59,0.0,0.5237,722.35,175.990667,Medium,Main_0_2399
1674,RegionC,Peak,936.09,0.0,0.5349,650.0,195.182,Medium,Main_0_2399
1675,RegionC,Peak,936.59,0.0,0.5469,587.87,215.168667,Medium,Main_0_2399
1676,RegionC,Peak,937.1,0.0,0.5589,540.19,236.23,Medium,Main_0_2399
1677,RegionC,Peak,937.61,0.0,0.5702,510.22,238.871333,Medium,Main_0_2399
1678,RegionC,Flat,582.29,0.0,0.5799,500.0,280.675,Low,Main_0_2399
1679,RegionC,Flat,582.61,0.0,0.5875,510.22,309.75,Medium,Main_0_2399
1680,RegionC,Valley,421.0,0.0,0.5925,540.19,328.743333,Medium,Main_0_2399
1681,RegionC,Valley,421.24,0.0,0.5946,587.87,353.942333,Medium,Main_0_2399
1682,RegionC,Valley,421.47,0.0,0.5937,650.0,378.889333,Medium,Main_0_2399
1683,RegionC,Valley,421.7,0.0,0.59,722.35,380.150333,Medium,Main_0_2399
1684,RegionC,Valley,421.93,0.0,0.5836,800.0,364.224,Medium,Main_0_2399
1685,RegionC,Valley,422.16,0.0,0.5751,877.65,348.830667,Medium,Main_0_2399
1686,RegionC,Valley,422.38,0.0,0.5651,950.0,366.301333,Medium,Main_0_2399
1687,RegionC,Flat,650.17,0.0,0.5543,1012.13,369.121333,Medium,Main_0_2399
1688,RegionC,Flat,650.51,0.0,0.5435,1059.81,372.589333,Medium,Main_0_2399
1689,RegionC,Flat,650.85,0.0,0.5334,1089.78,372.014667,Medium,Main_0_2399
1690,RegionC,Flat,651.19,0.0,0.5249,1100.0,357.808,Medium,Main_0_2399
1691,RegionC,Flat,651.52,0.0,0.5185,1089.78,332.188667,Medium,Main_0_2399
1692,RegionC,Flat,651.84,0.0,0.5147,1059.81,307.060667,Medium,Main_0_2399
1693,RegionC,Flat,652.16,0.0,0.5137,1012.13,300.48,Medium,Main_0_2399
1694,RegionC,Flat,652.47,0.0,0.5157,950.0,290.994667,Low,Main_0_2399
1695,RegionC,Flat,652.78,0.0,0.5207,877.65,228.080333,Low,Main_0_2399
1696,RegionC,Flat,653.08,0.0,0.5282,800.0,251.742667,Low,Main_0_2399
1697,RegionC,Peak,947.38,0.0,0.5378,722.35,232.632667,Medium,Main_0_2399
1698,RegionC,Peak,947.79,0.0,0.5489,650.0,207.274667,Medium,Main_0_2399
1699,RegionC,Peak,948.18,0.0,0.5608,587.87,223.125333,Medium,Main_0_2399
1700,RegionC,Peak,948.57,0.0,0.5726,540.19,221.153333,Medium,Main_0_2399
1701,RegionC,Peak,948.94,0.0,0.5837,510.22,273.106,Medium,Main_0_2399
1702,RegionC,Flat,589.22,0.0,0.5932,500.0,268.582667,Low,Main_0_2399
1703,RegionC,Flat,589.43,0.0,0.6006,510.22,275.943333,Low,Main_0_2399
1704,RegionC,Valley,425.84,0.0,0.6054,540.19,308.368667,Medium,Main_0_2399
1705,RegionC,Valley,425.98,0.0,0.6073,587.87,328.38,Medium,Main_0_2399
1706,RegionC,Valley,426.11,0.0,0.6061,650.0,374.614333,Medium,Main_0_2399
1707,RegionC,Valley,426.24,0.0,0.6021,722.35,381.741333,Medium,Main_0_2399
1708,RegionC,Valley,426.35,0.0,0.5954,800.0,382.733333,Medium,Main_0_2399
1709,RegionC,Valley,426.46,0.0,0.5866,877.65,375.350667,Medium,Main_0_2399
1710,RegionC,Valley,426.56,0.0,0.5763,950.0,357.470667,Medium,Main_0_2399
1711,RegionC,Flat,656.4,0.0,0.5651,1012.13,362.023333,Medium,Main_0_2399
1712,RegionC,Flat,656.52,0.0,0.554,1059.81,382.32,Medium,Main_0_2399
1713,RegionC,Flat,656.64,0.0,0.5436,1089.78,381.742,Medium,Main_0_2399
1714,RegionC,Flat,656.75,0.0,0.5347,1100.0,381.092,Medium,Main_0_2399
1715,RegionC,Flat,656.84,0.0,0.5278,1089.78,373.743333,Medium,Main_0_2399
1716,RegionC,Flat,656.91,0.0,0.5236,1059.81,341.115,Medium,Main_0_2399
1717,RegionC,Flat,656.98,0.0,0.5222,1012.13,324.115667,Medium,Main_0_2399
1718,RegionC,Flat,657.03,0.0,0.5238,950.0,303.45,Low,Main_0_2399
1719,RegionC,Flat,657.06,0.0,0.5283,877.65,276.268667,Low,Main_0_2399
1720,RegionC,Flat,657.08,0.0,0.5353,800.0,229.365,Low,Main_0_2399
1721,RegionC,Peak,952.78,0.0,0.5445,722.35,234.763667,Medium,Main_0_2399
1722,RegionC,Peak,952.78,0.0,0.5551,650.0,203.333333,Medium,Main_0_2399
1723,RegionC,Peak,952.75,0.0,0.5665,587.87,238.646667,Medium,Main_0_2399
1724,RegionC,Peak,952.7,0.0,0.5778,540.19,218.590333,Medium,Main_0_2399
1725,RegionC,Peak,952.63,0.0,0.5884,510.22,242.461667,Medium,Main_0_2399
1726,RegionC,Flat,591.23,0.0,0.5974,500.0,268.334667,Low,Main_0_2399
1727,RegionC,Flat,591.17,0.0,0.6043,510.22,337.972333,Medium,Main_0_2399
1728,RegionC,Valley,426.9,0.0,0.6086,540.19,340.628333,Medium,Main_0_2399
1729,RegionC,Valley,426.83,0.0,0.6099,587.87,328.290667,Medium,Main_0_2399
1730,RegionC,Valley,426.76,0.0,0.6083,650.0,355.17,Medium,Main_0_2399
1731,RegionC,Valley,426.67,0.0,0.6037,722.35,378.474667,Medium,Main_0_2399
1732,RegionC,Valley,426.58,0.0,0.5965,800.0,344.192333,Medium,Main_0_2399
1733,RegionC,Valley,426.48,0.0,0.5871,877.65,348.390667,Medium,Main_0_2399
1734,RegionC,Valley,426.37,0.0,0.5763,950.0,348.845333,Medium,Main_0_2399
1735,RegionC,Flat,655.77,0.0,0.5646,1012.13,358.249333,Medium,Main_0_2399
1736,RegionC,Flat,655.58,0.0,0.5529,1059.81,380.628,Medium,Main_0_2399
1737,RegionC,Flat,655.38,0.0,0.542,1089.78,378.173333,Medium,Main_0_2399
1738,RegionC,Flat,655.16,0.0,0.5325,1100.0,371.334,Medium,Main_0_2399
1739,RegionC,Flat,654.93,0.0,0.5252,1089.78,349.938,Medium,Main_0_2399
1740,RegionC,Flat,654.7,0.0,0.5204,1059.81,358.578667,Medium,Main_0_2399
1741,RegionC,Flat,654.45,0.0,0.5185,1012.13,334.419,Medium,Main_0_2399
1742,RegionC,Flat,654.19,0.0,0.5196,950.0,303.497333,Low,Main_0_2399
1743,RegionC,Flat,653.92,0.0,0.5236,877.65,293.012333,Low,Main_0_2399
1744,RegionC,Flat,653.64,0.0,0.5301,800.0,243.695,Low,Main_0_2399
1745,RegionC,Peak,947.35,0.0,0.5388,722.35,235.054,Medium,Main_0_2399
1746,RegionC,Peak,946.92,0.0,0.5489,650.0,241.114333,Medium,Main_0_2399
1747,RegionC,Peak,946.48,0.0,0.5598,587.87,227.347333,Medium,Main_0_2399
1748,RegionC,Peak,946.02,0.0,0.5707,540.19,199.31,Medium,Main_0_2399
1749,RegionC,Peak,945.55,0.0,0.5808,510.22,219.288667,Medium,Main_0_2399
1750,RegionC,Flat,586.6,0.0,0.5894,500.0,284.726333,Low,Main_0_2399
1751,RegionC,Flat,586.29,0.0,0.5958,510.22,304.934,Medium,Main_0_2399
1752,RegionC,Valley,423.21,0.0,0.5997,540.19,348.4,Medium,Main_0_2399
1753,RegionC,Valley,422.99,0.0,0.6006,587.87,353.545333,Medium,Main_0_2399
1754,RegionC,Valley,422.75,0.0,0.5985,650.0,383.066667,Medium,Main_0_2399
1755,RegionC,Valley,422.52,0.0,0.5936,722.35,382.565,Medium,Main_0_2399
1756,RegionC,Valley,422.28,0.0,0.586,800.0,380.904,Medium,Main_0_2399
1757,RegionC,Valley,422.04,0.0,0.5763,877.65,374.685333,Medium,Main_0_2399
1758,RegionC,Valley,421.8,0.0,0.5651,950.0,352.695,Medium,Main_0_2399
1759,RegionC,Flat,648.55,0.0,0.5531,1012.13,354.306667,Medium,Main_0_2399
1760,RegionC,Flat,648.18,0.0,0.5411,1059.81,361.756,Medium,Main_0_2399
1761,RegionC,Flat,647.8,0.0,0.5298,1089.78,374.752333,Medium,Main_0_2399
1762,RegionC,Flat,647.42,0.0,0.5201,1100.0,381.23,Medium,Main_0_2399
1763,RegionC,Flat,647.04,0.0,0.5125,1089.78,383.215333,Medium,Main_0_2399
1764,RegionC,Flat,646.65,0.0,0.5075,1059.81,366.76,Medium,Main_0_2399
1765,RegionC,Flat,646.27,0.0,0.5054,1012.13,313.568333,Medium,Main_0_2399
1766,RegionC,Flat,645.89,0.0,0.5063,950.0,306.066,Low,Main_0_2399
1767,RegionC,Flat,645.51,0.0,0.51,877.65,286.805667,Low,Main_0_2399
1768,RegionC,Flat,645.13,0.0,0.5164,800.0,245.425333,Low,Main_0_2399
1769,RegionC,Peak,934.9,0.0,0.5249,722.35,200.747,Medium,Main_0_2399
1770,RegionC,Peak,934.36,0.0,0.5349,650.0,221.836667,Medium,Main_0_2399
1771,RegionC,Peak,933.82,0.0,0.5457,587.87,234.229333,Medium,Main_0_2399
1772,RegionC,Peak,933.29,0.0,0.5565,540.19,232.646,Medium,Main_0_2399
1773,RegionC,Peak,932.77,0.0,0.5666,510.22,254.886,Medium,Main_0_2399
1774,RegionC,Flat,578.64,0.0,0.5751,500.0,300.421333,Low,Main_0_2399
1775,RegionC,Flat,578.32,0.0,0.5815,510.22,290.674,Low,Main_0_2399
1776,RegionC,Valley,417.45,0.0,0.5853,540.19,308.714667,Medium,Main_0_2399
1777,RegionC,Valley,417.23,0.0,0.5863,587.87,349.156,Medium,Main_0_2399
1778,RegionC,Valley,417.02,0.0,0.5843,650.0,359.558667,Medium,Main_0_2399
1779,RegionC,Valley,416.81,0.0,0.5793,722.35,361.604,Medium,Main_0_2399
1780,RegionC,Valley,416.6,0.0,0.5718,800.0,372.749333,Medium,Main_0_2399
1781,RegionC,Valley,416.4,0.0,0.5622,877.65,378.12,Medium,Main_0_2399
1782,RegionC,Valley,416.2,0.0,0.5511,950.0,372.02,Medium,Main_0_2399
1783,RegionC,Flat,640.02,0.0,0.5392,1012.13,372.814667,Medium,Main_0_2399
1784,RegionC,Flat,639.73,0.0,0.5274,1059.81,372.528333,Medium,Main_0_2399
1785,RegionC,Flat,639.46,0.0,0.5163,1089.78,370.393667,Medium,Main_0_2399
1786,RegionC,Flat,639.2,0.0,0.5068,1100.0,353.633,Medium,Main_0_2399
1787,RegionC,Flat,638.95,0.0,0.4994,1089.78,360.689,Medium,Main_0_2399
1788,RegionC,Flat,638.7,0.0,0.4946,1059.81,345.31,Medium,Main_0_2399
1789,RegionC,Flat,638.47,0.0,0.4927,1012.13,327.243333,Medium,Main_0_2399
1790,RegionC,Flat,638.25,0.0,0.4939,950.0,285.656667,Low,Main_0_2399
1791,RegionC,Flat,638.05,0.0,0.4979,877.65,272.626333,Low,Main_0_2399
1792,RegionC,Flat,637.85,0.0,0.5046,800.0,223.068,Low,Main_0_2399
1793,RegionC,Peak,924.62,0.0,0.5134,722.35,193.103333,Medium,Main_0_2399
1794,RegionC,Peak,924.37,0.0,0.5237,650.0,222.065333,Medium,Main_0_2399
1795,RegionC,Peak,924.14,0.0,0.5349,587.87,220.572,Medium,Main_0_2399
1796,RegionC,Peak,923.93,0.0,0.546,540.19,231.255333,Medium,Main_0_2399
1797,RegionC,Peak,923.74,0.0,0.5564,510.22,240.246667,Medium,Main_0_2399
1798,RegionC,Flat,573.25,0.0,0.5653,500.0,284.451333,Low,Main_0_2399
1799,RegionC,Flat,573.16,0.0,0.5722,510.22,313.316,Low,Main_0_2399
1800,RegionC,Valley,413.89,0.0,0.5764,540.19,308.973333,Low,Main_0_2399
1801,RegionC,Valley,413.84,0.0,0.5778,587.87,373.257333,Medium,Main_0_2399
1802,RegionC,Valley,413.8,0.0,0.5762,650.0,378.220333,Medium,Main_0_2399
1803,RegionC,Valley,413.77,0.0,0.5717,722.35,376.269333,Medium,Main_0_2399
1804,RegionC,Valley,413.74,0.0,0.5647,800.0,376.393333,Medium,Main_0_2399
1805,RegionC,Valley,413.73,0.0,0.5555,877.65,380.138667,Medium,Main_0_2399
1806,RegionC,Valley,413.73,0.0,0.5449,950.0,384.231333,Medium,Main_0_2399
1807,RegionC,Flat,636.51,0.0,0.5335,1012.13,384.323333,Medium,Main_0_2399
1808,RegionC,Flat,636.53,0.0,0.5222,1059.81,385.55,Medium,Main_0_2399
1809,RegionC,Flat,636.57,0.0,0.5116,1089.78,382.725333,Medium,Main_0_2399
1810,RegionC,Flat,636.62,0.0,0.5026,1100.0,383.78,Medium,Main_0_2399
1811,RegionC,Flat,636.68,0.0,0.4957,1089.78,366.016,Medium,Main_0_2399
1812,RegionC,Flat,636.76,0.0,0.4914,1059.81,343.179667,Medium,Main_0_2399
1813,RegionC,Flat,636.86,0.0,0.4901,1012.13,326.766333,Medium,Main_0_2399
1814,RegionC,Flat,636.96,0.0,0.4917,950.0,304.260333,Low,Main_0_2399
1815,RegionC,Flat,637.08,0.0,0.4963,877.65,277.456333,Low,Main_0_2399
1816,RegionC,Flat,637.22,0.0,0.5035,800.0,267.125667,Low,Main_0_2399
1817,RegionC,Peak,924.17,0.0,0.5129,722.35,231.140667,Medium,Main_0_2399
1818,RegionC,Peak,924.41,0.0,0.5237,650.0,238.758667,Medium,Main_0_2399
1819,RegionC,Peak,924.66,0.0,0.5354,587.87,254.481333,Medium,Main_0_2399
1820,RegionC,Peak,924.92,0.0,0.5471,540.19,211.938,Medium,Main_0_2399
1821,RegionC,Peak,925.21,0.0,0.558,510.22,234.92,Medium,Main_0_2399
1822,RegionC,Flat,574.46,0.0,0.5675,500.0,239.958,Low,Main_0_2399
1823,RegionC,Flat,574.66,0.0,0.5748,510.22,267.650667,Low,Main_0_2399
1824,RegionC,Valley,415.18,0.0,0.5796,540.19,308.804667,Medium,Main_0_2399
1825,RegionC,Valley,415.34,0.0,0.5815,587.87,351.662667,Medium,Main_0_2399
1826,RegionC,Valley,415.5,0.0,0.5804,650.0,353.085,Medium,Main_0_2399
1827,RegionC,Valley,415.68,0.0,0.5764,722.35,354.550667,Medium,Main_0_2399
1828,RegionC,Valley,415.86,0.0,0.5699,800.0,367.350667,Medium,Main_0_2399
1829,RegionC,Valley,416.04,0.0,0.5612,877.65,353.266,Medium,Main_0_2399
1830,RegionC,Valley,416.23,0.0,0.5511,950.0,363.42,Medium,Main_0_2399
1831,RegionC,Flat,640.66,0.0,0.5402,1012.13,380.556333,Medium,Main_0_2399
1832,RegionC,Flat,640.97,0.0,0.5293,1059.81,385.076,Medium,Main_0_2399
1833,RegionC,Flat,641.29,0.0,0.5192,1089.78,383.34,Medium,Main_0_2399
1834,RegionC,Flat,641.62,0.0,0.5106,1100.0,380.833,Medium,Main_0_2399
1835,RegionC,Flat,641.95,0.0,0.5042,1089.78,379.929333,Medium,Main_0_2399
1836,RegionC,Flat,642.29,0.0,0.5003,1059.81,319.795667,Medium,Main_0_2399
1837,RegionC,Flat,642.64,0.0,0.4994,1012.13,322.422667,Medium,Main_0_2399
1838,RegionC,Flat,642.99,0.0,0.5015,950.0,276.103,Low,Main_0_2399
1839,RegionC,Flat,643.35,0.0,0.5064,877.65,250.786667,Low,Main_0_2399
1840,RegionC,Flat,643.72,0.0,0.514,800.0,220.168333,Low,Main_0_2399
1841,RegionC,Peak,933.92,0.0,0.5237,722.35,201.134,Medium,Main_0_2399
1842,RegionC,Peak,934.46,0.0,0.5349,650.0,210.318,Medium,Main_0_2399
1843,RegionC,Peak,935.0,0.0,0.5469,587.87,203.167,Medium,Main_0_2399
1844,RegionC,Peak,935.55,0.0,0.5589,540.19,235.2,Medium,Main_0_2399
1845,RegionC,Peak,936.1,0.0,0.5702,510.22,255.377,Medium,Main_0_2399
1846,RegionC,Flat,581.37,0.0,0.5799,500.0,287.1,Low,Main_0_2399
1847,RegionC,Flat,581.72,0.0,0.5875,510.22,289.616,Low,Main_0_2399
1848,RegionC,Valley,420.38,0.0,0.5925,540.19,345.286667,Medium,Main_0_2399
1849,RegionC,Valley,420.63,0.0,0.5946,587.87,352.93,Medium,Main_0_2399
1850,RegionC,Valley,420.88,0.0,0.5937,650.0,379.526667,Medium,Main_0_2399
1851,RegionC,Valley,421.12,0.0,0.59,722.35,369.902667,Medium,Main_0_2399
1852,RegionC,Valley,421.37,0.0,0.5836,800.0,360.628,Medium,Main_0_2399
1853,RegionC,Valley,421.62,0.0,0.5751,877.65,377.325333,Medium,Main_0_2399
1854,RegionC,Valley,421.86,0.0,0.5651,950.0,356.482,Medium,Main_0_2399
1855,RegionC,Flat,649.39,0.0,0.5543,1012.13,341.382,Medium,Main_0_2399
1856,RegionC,Flat,649.76,0.0,0.5435,1059.81,364.240667,Medium,Main_0_2399
1857,RegionC,Flat,650.13,0.0,0.5334,1089.78,363.323667,Medium,Main_0_2399
1858,RegionC,Flat,650.49,0.0,0.5249,1100.0,377.390667,Medium,Main_0_2399
1859,RegionC,Flat,650.85,0.0,0.5185,1089.78,349.606,Medium,Main_0_2399
1860,RegionC,Flat,651.2,0.0,0.5147,1059.81,339.525333,Medium,Main_0_2399
1861,RegionC,Flat,651.54,0.0,0.5137,1012.13,303.187,Medium,Main_0_2399
1862,RegionC,Flat,651.88,0.0,0.5157,950.0,310.766667,Medium,Main_0_2399
1863,RegionC,Flat,652.22,0.0,0.5207,877.65,250.914333,Low,Main_0_2399
1864,RegionC,Flat,652.54,0.0,0.5282,800.0,210.308,Low,Main_0_2399
