Hour,Region,AITrainingPower_MW,GPU_Utilization_Percent,UsedRenewable_MW,RenewableCharge_MW,Curtailment_MW,IT_Load_MW,Total_Load_MW,GridPurchase_MW,GridCharge_MW,GridSell_MW,NetGridImport_MW,CarbonEmission_tCO2,SOC_MWh,ChargePower_MW,DischargePower_MW,Baseline_AI_IT_Load_MW
1022,RegionD,122.152,55.533288,166.5447,0.0,603.4553,309.793,396.535,229.9903,0.0,180.0,49.9903,90.5702,900.0,0.0,0.0,127.512
1023,RegionD,95.2773333333,43.216712,144.8009,0.0,552.8491,270.004,345.6051,200.8042,0.0,180.0,20.8042,79.8398,900.0,0.0,0.0,99.304
1024,RegionD,110.208,49.51087,131.8306,0.0,488.1694,247.59,316.9152,185.0846,0.0,180.0,5.0846,74.6446,900.0,0.0,0.0,114.168
1025,RegionD,137.9146666667,61.193388,115.3344,0.0,427.0156,219.12,280.4736,0.0,0.0,180.0,-180.0,0.0,722.431,0.0,165.1392,141.7546666667
1026,RegionD,143.3946666667,64.994339,123.7162,0.0,346.2838,238.65,305.472,0.0,0.0,180.0,-180.0,0.0,526.9946,0.0,181.7558,149.4413333333
1027,RegionD,116.8,53.85077,120.5538,0.0,287.3162,236.78,303.0784,0.5246,0.0,180.0,-179.4754,0.2246,331.2957,0.0,182.0,123.0683333333
1028,RegionD,119.0746666667,54.351223,106.4993,0.0,253.6907,213.34,273.0752,0.0,0.0,180.0,-180.0,0.0,152.1819,0.0,166.5759,124.658
1029,RegionD,115.0346666667,53.054801,143.6912,0.0,186.5288,293.69,375.9232,174.4029,0.0,180.0,-5.5971,77.7314,90.0,0.0,57.8291,121.2346666667
1030,RegionD,102.1386666667,47.680027,123.1728,75.3654,135.6578,256.61,328.4608,205.288,0.0,165.804,39.484,92.9955,160.8435,75.3654,0.0,108.487
1031,RegionD,102.2586666667,47.256567,145.466,72.9508,131.3114,308.16,394.4448,248.9788,0.0,160.4917,88.487,114.1817,229.4173,72.9508,0.0,107.9086666667
1032,RegionD,159.832,75.064538,163.4021,75.3576,135.6436,350.69,448.8832,347.8811,62.4,165.7867,182.0944,160.8254,358.9094,137.7576,0.0,170.432
1033,RegionD,171.3893333333,79.356884,172.2232,83.1294,152.5174,372.69,477.0432,367.22,62.4,180.0,187.22,170.2799,495.707,145.5294,0.0,181.0843333333
1034,RegionD,164.9493333333,75.63519,198.4435,90.3113,181.2452,430.65,551.232,415.1885,62.4,180.0,235.1885,192.1907,639.2556,152.7113,0.0,173.191
1035,RegionD,138.5066666667,64.990942,205.6521,103.3396,233.3583,445.03,569.6384,426.3863,62.4,180.0,246.3863,196.0524,795.0508,165.7396,0.0,147.5066666667
1036,RegionD,135.9573333333,64.893569,217.3678,49.2481,353.3841,466.51,597.1328,442.165,62.4,180.0,262.165,201.0524,900.0,111.6481,0.0,146.4073333333
1037,RegionD,100.4266666667,49.182518,219.2564,0.0,478.3936,464.48,594.5344,375.278,0.0,180.0,195.278,168.087,900.0,0.0,0.0,109.9566666667
1038,RegionD,50.328,27.476223,228.4848,0.0,541.5152,476.01,609.2928,380.808,0.0,180.0,200.808,167.5555,900.0,0.0,0.0,59.218
1039,RegionD,60.512,32.040308,235.824,0.0,596.306,482.0,616.96,381.136,0.0,180.0,201.136,164.4602,900.0,0.0,0.0,69.7553333333
1040,RegionD,59.1946666667,29.137228,226.9363,0.0,652.8737,454.6,581.888,354.9517,0.0,180.0,174.9517,150.1446,900.0,0.0,0.0,65.0746666667
1041,RegionD,61.12,28.894928,209.5258,0.0,700.2542,411.53,526.7584,317.2326,0.0,180.0,137.2326,131.6832,900.0,0.0,0.0,65.4533333333
1042,RegionD,83.0213333333,37.803442,218.4952,0.0,701.5048,421.48,539.4944,320.9992,0.0,180.0,140.9992,131.064,900.0,0.0,0.0,86.7796666667
1043,RegionD,64.9546666667,30.092844,199.6562,0.0,710.1238,379.32,485.5296,285.8734,0.0,180.0,105.8734,115.2356,900.0,0.0,0.0,68.6546666667
1044,RegionD,49.12,23.502038,199.6122,0.0,680.1978,374.89,479.8592,280.247,0.0,180.0,100.247,112.0428,900.0,0.0,0.0,53.015
1045,RegionD,34.3466666667,15.952219,181.3244,0.0,650.8056,338.108,432.7782,251.4538,0.0,180.0,71.4538,100.2798,900.0,0.0,0.0,36.3616666667
1046,RegionD,36.0,15.548007,166.5646,0.0,603.4354,309.83,396.5824,230.0178,0.0,180.0,50.0178,92.0071,900.0,0.0,0.0,36.3866666667
1047,RegionD,68.9653333333,30.912591,155.3744,0.0,542.2756,289.72,370.8416,215.4672,0.0,180.0,35.4672,86.9195,900.0,0.0,0.0,71.2253333333
1048,RegionD,74.856,34.145154,144.0345,0.0,475.9655,270.51,346.2528,202.2183,0.0,180.0,22.2183,82.6668,900.0,0.0,0.0,78.1926666667
1049,RegionD,93.28,41.440217,128.7354,0.0,413.6146,244.58,313.0624,2.327,0.0,180.0,-177.673,0.9676,704.3011,0.0,182.0,95.78
1050,RegionD,122.9253333333,53.60394,112.6431,0.0,357.3569,217.29,278.1312,0.0,0.0,180.0,-180.0,0.0,526.3569,0.0,165.4881,124.851
1051,RegionD,96.928,43.277853,111.6134,0.0,296.2566,219.22,280.6016,0.0,0.0,180.0,-180.0,0.0,344.6492,0.0,168.9882,99.993
1052,RegionD,86.3706666667,40.001132,123.7217,0.0,236.4683,247.84,317.2352,11.5135,0.0,180.0,-168.4865,5.0809,148.9502,0.0,182.0,91.2106666667
1053,RegionD,158.6826666667,72.273551,137.409,0.0,192.811,280.85,359.488,167.2552,0.0,180.0,-12.7448,75.1478,90.0,0.0,54.8237,165.8666666667
1054,RegionD,136.872,61.672328,143.376,71.3248,128.3846,298.7,382.336,238.96,0.0,156.9146,82.0454,109.0136,157.0453,71.3248,0.0,142.1086666667
1055,RegionD,111.944,51.674592,151.6829,71.7074,129.0734,321.33,411.3024,259.6195,0.0,157.7563,101.8632,119.8144,224.4503,71.7074,0.0,117.904
1056,RegionD,110.216,52.095788,164.3014,75.1777,135.3199,352.62,451.3536,349.4522,62.4,165.391,184.0612,162.3904,353.7733,137.5777,0.0,117.876
1057,RegionD,97.376,46.743659,166.5716,84.2597,157.0387,360.46,461.3888,357.2172,62.4,180.0,177.2172,166.3918,491.6334,146.6597,0.0,105.1826666667
1058,RegionD,87.8133333333,40.885417,185.131,92.9738,191.8952,401.76,514.2528,391.5218,62.4,180.0,211.5218,181.8619,637.6848,155.3738,0.0,92.9733333333
1059,RegionD,61.4293333333,29.248188,196.6826,105.1335,240.5339,425.62,544.7936,410.511,62.4,180.0,230.511,189.2456,795.1663,167.5335,0.0,65.9493333333
1060,RegionD,53.04,22.965353,228.4154,49.1252,342.4594,490.22,627.4816,461.4662,62.4,180.0,281.4662,210.1979,900.0,111.5252,0.0,53.646
1061,RegionD,49.0,22.247509,220.6443,0.0,477.0057,467.42,598.2976,377.6533,0.0,180.0,197.6533,169.302,900.0,0.0,0.0,51.0986666667
1062,RegionD,40.3946666667,17.604167,223.4304,0.0,546.5696,465.48,595.8144,372.384,0.0,180.0,192.384,163.849,900.0,0.0,0.0,41.0613333333
1063,RegionD,62.6186666667,27.5,231.7337,0.0,600.3963,473.64,606.2592,374.5255,0.0,180.0,194.5255,161.4579,900.0,0.0,0.0,63.962
1064,RegionD,59.84,28.736413,227.6202,0.0,652.1898,455.97,583.6416,356.0214,0.0,180.0,176.0214,150.3122,900.0,0.0,0.0,64.74
1065,RegionD,57.0506666667,28.706975,224.4232,0.0,685.3568,440.79,564.2112,339.788,0.0,180.0,159.788,140.6382,900.0,0.0,0.0,63.6506666667
1066,RegionD,49.7546666667,29.527853,200.1231,0.0,719.8769,386.04,494.1312,294.0081,0.0,180.0,114.0081,119.5731,900.0,0.0,0.0,61.857
1067,RegionD,55.52,31.289629,198.3719,0.0,711.4081,376.88,482.4064,284.0345,0.0,180.0,104.0345,113.8978,900.0,0.0,0.0,66.7383333333
1068,RegionD,70.9733333333,38.54846,180.1403,0.0,699.6697,338.32,433.0496,252.9093,0.0,180.0,72.9093,100.5062,900.0,0.0,0.0,83.2183333333
1069,RegionD,72.0693333333,36.825181,188.2222,0.0,643.9078,350.97,449.2416,261.0194,0.0,180.0,81.0194,103.3637,900.0,0.0,0.0,81.18
1070,RegionD,53.648,26.699502,170.5482,0.0,599.4518,317.24,406.0672,235.519,0.0,180.0,55.519,93.4539,900.0,0.0,0.0,59.3996666667
1071,RegionD,48.4746666667,25.432518,156.9865,0.0,540.6635,292.726,374.6893,217.7028,0.0,180.0,37.7028,87.0376,900.0,0.0,0.0,55.5946666667
1072,RegionD,95.736,47.689085,139.9026,0.0,480.0974,262.75,336.32,196.4174,0.0,180.0,16.4174,79.5097,900.0,0.0,0.0,106.0793333333
1073,RegionD,79.1573333333,41.796875,121.8823,0.0,420.4677,231.56,296.3968,0.0,0.0,180.0,-180.0,0.0,712.35,0.0,174.5145,91.089
1074,RegionD,65.256,34.204031,119.9267,0.0,350.0733,231.34,296.1152,0.0,0.0,180.0,-180.0,0.0,522.8999,0.0,176.1885,74.7076666667
1075,RegionD,73.2533333333,35.848053,106.3845,0.0,301.4855,208.95,267.456,0.0,0.0,180.0,-180.0,0.0,349.7048,0.0,161.0715,80.0583333333
1076,RegionD,102.176,45.998641,117.8811,0.0,242.3089,236.14,302.2592,2.3781,0.0,180.0,-177.6219,1.0364,154.0059,0.0,182.0,105.989
1077,RegionD,114.248,52.313179,133.9059,0.0,196.3141,273.69,350.3232,156.8918,0.0,180.0,-23.1082,69.5815,90.0,0.0,59.5255,119.848
1078,RegionD,107.8133333333,49.581069,142.152,71.5696,128.8253,296.15,379.072,236.92,0.0,157.4531,79.4669,106.6377,157.2754,71.5696,0.0,113.4133333333
1079,RegionD,124.608,57.317708,146.868,72.6704,130.8067,311.13,398.2464,251.3784,0.0,159.8749,91.5035,114.3772,225.5856,72.6704,0.0,131.0996666667
1080,RegionD,89.104,43.702446,150.3836,77.9613,140.3303,322.75,413.12,325.1364,62.4,171.5148,153.6216,148.8799,357.5252,140.3613,0.0,97.744
1081,RegionD,81.1226666667,39.287817,180.4349,81.487,146.6766,390.46,499.7888,381.7539,62.4,179.2715,202.4825,175.0724,492.779,143.887,0.0,88.2526666667
1082,RegionD,78.5226666667,34.953578,191.0799,91.784,187.1361,414.67,530.7776,402.0977,62.4,180.0,222.0977,183.7988,637.712,154.184,0.0,80.8976666667
1083,RegionD,64.24,31.691576,194.9404,105.4819,241.9276,421.85,539.968,407.4276,62.4,180.0,227.4276,184.6869,795.521,167.8819,0.0,70.62
1084,RegionD,61.816,31.243207,215.5786,48.7479,355.6735,462.67,592.2176,439.039,62.4,180.0,259.039,196.47,900.0,111.1479,0.0,69.063
1085,RegionD,66.136,32.972147,212.1899,0.0,485.4601,449.51,575.3728,363.1829,0.0,180.0,183.1829,159.8368,900.0,0.0,0.0,73.336
1086,RegionD,58.912,32.124094,226.9584,0.0,543.0416,472.83,605.2224,378.264,0.0,180.0,198.264,163.2209,900.0,0.0,0.0,69.3786666667
1087,RegionD,69.064,35.030571,214.8542,0.0,617.2758,439.14,562.0992,347.245,0.0,180.0,167.245,146.6416,900.0,0.0,0.0,77.464
1088,RegionD,83.3493333333,40.597826,233.5657,0.0,646.2443,467.88,598.8864,365.3207,0.0,180.0,185.3207,150.9505,900.0,0.0,0.0,91.016
1089,RegionD,98.08,47.078804,224.5912,0.0,685.1888,441.12,564.6336,340.0424,0.0,180.0,160.0424,137.5811,900.0,0.0,0.0,106.08
1090,RegionD,100.7226666667,47.755888,217.3081,0.0,702.6919,419.19,536.5632,319.2551,0.0,180.0,139.2551,126.8081,900.0,0.0,0.0,108.0676666667
1091,RegionD,80.72,40.278533,201.4458,0.0,708.3342,382.72,489.8816,288.4358,0.0,180.0,108.4358,112.8938,900.0,0.0,0.0,89.56
1092,RegionD,55.2933333333,27.598505,188.633,0.0,691.177,354.27,453.4656,264.8326,0.0,180.0,84.8326,102.6226,900.0,0.0,0.0,61.36
1093,RegionD,66.008,32.255435,174.3055,0.0,657.8245,325.02,416.0256,241.7201,0.0,180.0,61.7201,93.2798,900.0,0.0,0.0,72.233
1094,RegionD,80.032,36.630435,167.8129,0.0,602.1871,312.152,399.5546,231.7417,0.0,180.0,51.7417,89.5913,900.0,0.0,0.0,83.932
1095,RegionD,60.3493333333,27.947237,156.8154,0.0,540.8346,292.407,374.281,217.4656,0.0,180.0,37.4656,84.7028,900.0,0.0,0.0,63.7693333333
1096,RegionD,65.736,32.350543,131.3051,0.0,488.6949,246.603,315.6518,184.3467,0.0,180.0,4.3467,72.7063,900.0,0.0,0.0,72.271
1097,RegionD,47.52,24.200634,139.494,0.0,402.856,265.02,339.2256,17.7316,0.0,180.0,-162.2684,7.1086,704.3011,0.0,182.0,53.4433333333
1098,RegionD,36.6586666667,20.6601,121.6115,0.0,348.3885,234.59,300.2752,0.0,0.0,180.0,-180.0,0.0,512.1895,0.0,178.6637,44.1586666667
1099,RegionD,43.656,24.154212,128.7612,0.0,279.1088,252.9,323.712,12.9508,0.0,180.0,-167.0492,5.3966,316.4906,0.0,182.0,51.926
1100,RegionD,36.32,22.350543,116.3685,0.0,243.8215,233.11,298.3808,0.0123,0.0,180.0,-179.9877,0.0052,120.7917,0.0,182.0,46.52
1101,RegionD,47.288,26.314538,132.4186,0.0,197.8014,270.65,346.432,185.3772,0.0,180.0,5.3772,80.1942,90.0,0.0,28.6363,56.468
1102,RegionD,56.32,27.175045,136.2336,72.7533,130.9559,283.82,363.2896,227.056,0.0,160.0572,66.9988,99.723,158.3881,72.7533,0.0,61.1216666667
1103,RegionD,102.56,46.773098,152.3674,71.5705,128.8269,322.78,413.1584,260.791,0.0,157.4552,103.3359,115.8173,225.6644,71.5705,0.0,107.31
1104,RegionD,91.1946666667,42.932518,164.1616,75.2057,135.3702,352.32,450.9696,349.208,62.4,165.4525,183.7555,156.096,355.0137,137.6057,0.0,97.3946666667
1105,RegionD,72.8693333333,36.051857,177.1724,82.1395,148.5581,383.4,490.752,375.9796,62.4,180.0,195.9796,168.3261,490.8809,144.5395,0.0,80.3943333333
1106,RegionD,52.416,27.01087,177.2191,94.5562,198.2247,384.59,492.2752,377.4561,62.4,180.0,197.4561,168.4209,638.4197,156.9562,0.0,59.376
1107,RegionD,70.7653333333,35.487998,203.8869,103.6926,234.7705,441.21,564.7488,423.2619,62.4,180.0,243.2619,187.2511,794.5468,166.0926,0.0,78.7606666667
1108,RegionD,74.08,34.549366,208.2074,49.7843,362.0083,446.85,571.968,426.1606,62.4,180.0,246.1606,186.1044,900.0,112.1843,0.0,78.6366666667
1109,RegionD,81.568,38.165761,218.9118,0.0,478.7382,463.75,593.6,374.6882,0.0,180.0,194.6882,160.8536,900.0,0.0,0.0,86.768
1110,RegionD,83.1893333333,42.589447,234.6384,0.0,535.3616,488.83,625.7024,391.064,0.0,180.0,211.064,164.5597,900.0,0.0,0.0,93.8876666667
1111,RegionD,92.0,48.365036,221.699,0.0,610.431,453.13,580.0064,358.3074,0.0,180.0,178.3074,147.551,900.0,0.0,0.0,105.6933333333
1112,RegionD,124.0506666667,61.208107,225.5835,0.0,654.2265,451.89,578.4192,352.8357,0.0,180.0,172.8357,142.0869,900.0,0.0,0.0,136.6173333333
1113,RegionD,124.3893333333,60.397418,230.6856,0.0,679.0944,453.09,579.9552,349.2696,0.0,180.0,169.2696,137.717,900.0,0.0,0.0,135.551
1114,RegionD,88.072,43.542799,199.9832,0.0,720.0168,385.77,493.7856,293.8024,0.0,180.0,113.8024,113.7015,900.0,0.0,0.0,97.122
1115,RegionD,81.7973333333,40.358922,202.8511,0.0,706.9289,385.39,493.2992,290.4481,0.0,180.0,110.4481,110.7769,900.0,0.0,0.0,90.0823333333
1116,RegionD,106.2666666667,51.543252,193.9948,0.0,685.8152,364.34,466.3552,272.3604,0.0,180.0,92.3604,102.8705,900.0,0.0,0.0,115.7216666667
1117,RegionD,84.16,40.170969,184.2001,0.0,647.9299,343.47,439.6416,255.4415,0.0,180.0,75.4415,96.1227,900.0,0.0,0.0,90.6916666667
1118,RegionD,112.616,50.940897,173.6271,0.0,596.3729,322.967,413.3978,239.7707,0.0,180.0,59.7707,90.4175,900.0,0.0,0.0,117.216
1119,RegionD,183.584,83.043478,146.3202,0.0,551.3298,272.837,349.2314,202.9112,0.0,180.0,22.9112,77.1468,900.0,0.0,0.0,191.084
1120,RegionD,179.2533333333,81.968976,146.8672,0.0,473.1328,275.83,353.0624,206.1952,0.0,180.0,26.1952,79.447,900.0,0.0,0.0,187.8783333333
1121,RegionD,167.4906666667,76.614583,114.8818,0.0,427.4682,218.26,279.3728,0.0,0.0,180.0,-180.0,0.0,723.1279,0.0,164.491,175.5056666667
1122,RegionD,113.8586666667,52.342618,118.8847,0.0,351.1153,229.33,293.5424,0.0,0.0,180.0,-180.0,0.0,535.3239,0.0,174.6577,119.6653333333
1123,RegionD,102.4346666667,46.611187,134.993,0.0,272.877,265.14,339.3792,22.3862,0.0,180.0,-157.6138,9.1448,339.625,0.0,182.0,106.8246666667
1124,RegionD,52.1626666667,26.088089,121.9645,0.0,238.2255,244.32,312.7296,8.7651,0.0,180.0,-171.2349,3.655,143.9261,0.0,182.0,57.7626666667
1125,RegionD,42.72,20.778986,122.9367,0.0,207.2833,251.27,321.6256,148.5376,0.0,180.0,-31.4624,63.1136,90.0,0.0,50.1513,46.408
1126,RegionD,46.928,23.565444,139.0896,72.1821,129.9277,289.77,370.9056,231.816,0.0,158.8006,73.0154,100.075,157.8512,72.1821,0.0,52.1663333333
1127,RegionD,94.648,43.950408,156.6913,70.7057,127.2703,331.94,424.8832,268.1919,0.0,155.5526,112.6393,117.173,224.3145,70.7057,0.0,100.136
1128,RegionD,110.4986666667,51.751585,154.1065,77.2167,138.9901,330.74,423.3472,331.6407,62.4,169.8767,161.7639,145.9882,355.5542,139.6167,0.0,117.6153333333
1129,RegionD,108.104,49.625226,172.5605,83.0619,152.2476,373.42,477.9776,367.8171,62.4,180.0,187.8171,162.2809,492.2884,145.4619,0.0,113.5873333333
1130,RegionD,107.112,48.400136,197.4528,90.5094,182.0378,428.5,548.48,413.4272,62.4,180.0,233.4272,181.908,636.0233,152.9094,0.0,111.412
1131,RegionD,80.1573333333,38.712636,209.9497,102.4801,229.9202,454.33,581.5424,433.9927,62.4,180.0,253.9927,189.4812,791.0105,164.8801,0.0,86.784
1132,RegionD,109.728,50.910326,219.1151,53.5462,347.3387,470.26,601.9328,445.2177,62.4,180.0,265.2177,191.9779,900.0,115.9462,0.0,115.828
1133,RegionD,87.9946666667,41.107337,203.3721,0.0,494.2779,430.83,551.4624,348.0903,0.0,180.0,168.0903,147.6599,900.0,0.0,0.0,93.248
1134,RegionD,69.4186666667,32.463768,213.8736,0.0,556.1264,445.57,570.3296,356.456,0.0,180.0,176.456,148.3213,900.0,0.0,0.0,73.5586666667
1135,RegionD,46.624,24.483696,228.9498,0.0,603.1802,467.95,598.976,370.0262,0.0,180.0,190.0262,150.7487,900.0,0.0,0.0,53.264
1136,RegionD,31.9786666667,21.206975,238.5228,0.0,641.2872,477.81,611.5968,373.074,0.0,180.0,193.074,148.7446,900.0,0.0,0.0,43.0026666667
1137,RegionD,63.7573333333,36.116395,235.2781,0.0,674.5019,462.11,591.5008,356.2227,0.0,180.0,176.2227,139.1762,900.0,0.0,0.0,76.9996666667
1138,RegionD,56.16,31.824049,208.2983,0.0,711.7017,401.81,514.3168,306.0185,0.0,180.0,126.0185,117.4499,900.0,0.0,0.0,67.865
1139,RegionD,68.7466666667,39.990942,184.1393,0.0,725.6407,349.84,447.7952,263.6559,0.0,180.0,83.6559,99.7938,900.0,0.0,0.0,84.6066666667
1140,RegionD,94.096,48.650362,188.0206,0.0,691.7894,353.12,451.9936,263.973,0.0,180.0,83.973,99.0691,900.0,0.0,0.0,106.8973333333
1141,RegionD,83.0986666667,42.852129,187.0526,0.0,645.0774,348.789,446.4499,259.3973,0.0,180.0,79.3973,97.0665,900.0,0.0,0.0,94.2403333333
1142,RegionD,65.704,32.133152,168.815,0.0,601.185,314.016,401.9405,233.1255,0.0,180.0,53.1255,87.5386,900.0,0.0,0.0,71.939
1143,RegionD,62.0266666667,32.093524,151.866,0.0,545.784,283.178,362.4678,210.6018,0.0,180.0,30.6018,79.8181,900.0,0.0,0.0,70.4416666667
1144,RegionD,52.5173333333,26.748188,139.5033,0.0,480.4967,262.0,335.36,195.8567,0.0,180.0,15.8567,75.3069,900.0,0.0,0.0,59.0073333333
1145,RegionD,48.392,25.438179,133.8094,0.0,408.5406,254.22,325.4016,9.5922,0.0,180.0,-170.4078,3.7573,704.3011,0.0,182.0,55.532
1146,RegionD,40.4213333333,22.889493,119.9111,0.0,350.0889,231.31,296.0768,0.0,0.0,180.0,-180.0,0.0,514.8756,0.0,176.1657,48.8093333333
1147,RegionD,51.84,26.898777,127.3203,0.0,280.5497,250.07,320.0896,10.7693,0.0,180.0,-169.2307,4.4036,319.1767,0.0,182.0,59.035
1148,RegionD,55.1253333333,28.093297,124.6253,0.0,235.5647,249.65,319.552,12.9267,0.0,180.0,-167.0733,5.4008,123.4777,0.0,182.0,61.9853333333
1149,RegionD,46.52,24.20856,111.4586,0.0,218.7614,227.81,291.5968,149.0039,0.0,180.0,-30.9961,63.4905,90.0,0.0,31.1343,53.04
1150,RegionD,96.88,43.976449,131.5056,73.6989,132.658,273.97,350.6816,219.176,0.0,162.1375,57.0385,94.969,159.2769,73.6989,0.0,101.0233333333
1151,RegionD,90.0586666667,40.708786,145.1167,73.0207,131.4372,307.42,393.4976,248.3809,0.0,160.6454,87.7354,109.0392,227.9164,73.0207,0.0,93.6553333333
1152,RegionD,89.552,38.77038,160.5552,75.927,136.6685,344.58,441.0624,342.9072,62.4,167.0393,175.8679,151.7707,357.9437,138.327,0.0,90.612
1153,RegionD,79.4746666667,36.393795,176.9691,82.1802,148.7208,382.96,490.1888,375.6197,62.4,180.0,195.6197,166.7752,493.8491,144.5802,0.0,83.3346666667
1154,RegionD,67.7226666667,32.687953,192.1674,91.5665,186.2661,417.03,533.7984,404.031,62.4,180.0,224.031,179.0665,638.5776,153.9665,0.0,73.4946666667
1155,RegionD,76.312,38.923234,194.5708,105.5558,242.2234,421.05,538.944,406.7732,62.4,180.0,226.7732,179.0616,796.4561,167.9558,0.0,85.812
1156,RegionD,78.184,39.301404,209.4468,47.7531,362.8002,449.51,575.3728,428.326,62.4,180.0,248.326,186.4075,900.0,110.1531,0.0,87.0706666667
1157,RegionD,61.528,30.875226,220.8708,0.0,476.7792,467.9,598.912,378.0412,0.0,180.0,198.0412,162.0284,900.0,0.0,0.0,68.4213333333
1158,RegionD,64.24,30.672554,222.4272,0.0,547.5728,463.39,593.1392,370.712,0.0,180.0,190.712,155.9956,900.0,0.0,0.0,69.1666666667
1159,RegionD,94.6746666667,42.282609,223.7735,0.0,608.3565,457.37,585.4336,361.6601,0.0,180.0,181.6601,149.1848,900.0,0.0,0.0,97.743
1160,RegionD,71.6,33.094429,233.8203,0.0,645.9897,468.39,599.5392,365.7189,0.0,180.0,185.7189,147.8236,900.0,0.0,0.0,75.432
1161,RegionD,42.5173333333,21.248868,234.1834,0.0,675.5966,459.96,588.7488,354.5654,0.0,180.0,174.5654,140.5852,900.0,0.0,0.0,47.2223333333
1162,RegionD,61.6453333333,29.842618,217.7436,0.0,702.2564,420.03,537.6384,319.8948,0.0,180.0,139.8948,124.727,900.0,0.0,0.0,67.0453333333
1163,RegionD,53.8,26.511549,189.5607,0.0,720.2193,360.14,460.9792,271.4185,0.0,180.0,91.4185,104.4961,900.0,0.0,0.0,59.2
1164,RegionD,75.424,36.561368,180.8272,0.0,698.9828,339.61,434.7008,253.8736,0.0,180.0,73.8736,97.0051,900.0,0.0,0.0,82.1023333333
1165,RegionD,58.136,30.797101,172.7792,0.0,659.3508,322.174,412.3827,239.6035,0.0,180.0,59.6035,91.3848,900.0,0.0,0.0,67.0666666667
1166,RegionD,59.6133333333,32.339221,172.6744,0.0,597.3256,321.195,411.1296,238.4552,0.0,180.0,58.4552,91.3045,900.0,0.0,0.0,69.8983333333
1167,RegionD,55.1413333333,31.151495,157.2294,0.0,540.4206,293.179,375.2691,218.0397,0.0,180.0,38.0397,84.3159,900.0,0.0,0.0,66.473
1168,RegionD,39.056,22.595109,138.1242,0.0,481.8758,259.41,332.0448,193.9206,0.0,180.0,13.9206,76.1138,900.0,0.0,0.0,47.846
1169,RegionD,35.6586666667,18.223505,123.1929,0.0,419.1571,234.05,299.584,0.0,0.0,180.0,-180.0,0.0,710.3321,0.0,176.3911,40.146
1170,RegionD,44.144,21.460598,105.3959,0.0,364.6041,203.31,260.2368,0.0,0.0,180.0,-180.0,0.0,543.8366,0.0,154.8409,48.144
1171,RegionD,42.2933333333,19.28442,124.9426,0.0,282.9274,245.4,314.112,7.1694,0.0,180.0,-172.8306,2.9946,348.1376,0.0,182.0,44.2466666667
1172,RegionD,28.392,14.142889,127.0614,0.0,233.1286,254.53,325.7984,16.737,0.0,180.0,-163.263,7.1434,152.4387,0.0,182.0,31.3453333333
1173,RegionD,32.8106666667,19.773551,120.0011,0.0,210.2189,245.27,313.9456,135.8765,0.0,180.0,-44.1235,59.1606,90.0,0.0,58.068,41.2906666667
1174,RegionD,79.6,40.255888,144.288,71.1424,128.0563,300.6,384.768,240.48,0.0,156.5133,83.9667,106.4845,156.8739,71.1424,0.0,88.9866666667
1175,RegionD,68.1706666667,35.81635,149.3321,72.1776,129.9196,316.35,404.928,255.5959,0.0,158.7907,96.8052,114.6603,224.7208,72.1776,0.0,78.1656666667
1176,RegionD,69.3333333333,35.638587,154.2929,77.1794,138.923,331.14,423.8592,331.9663,62.4,169.7947,162.1716,150.2147,355.9254,139.5794,0.0,78.346
1177,RegionD,112.256,52.463768,172.5236,83.0693,152.2771,373.34,477.8752,367.7516,62.4,180.0,187.7516,166.996,492.6666,145.4693,0.0,119.3226666667
1178,RegionD,123.9333333333,56.561368,187.67,92.466,189.864,407.27,521.3056,396.0356,62.4,180.0,216.0356,179.5625,638.2406,154.866,0.0,129.7333333333
1179,RegionD,134.592,61.861413,201.8952,104.091,236.3639,436.9,559.232,419.7368,62.4,180.0,239.7368,189.0914,794.7421,166.491,0.0,141.532
1180,RegionD,131.952,59.145154,203.8042,49.5765,366.6193,437.4,559.872,418.4678,62.4,180.0,238.4678,186.4693,900.0,111.9765,0.0,136.5436666667
1181,RegionD,68.92,30.77106,217.9064,0.0,479.7436,461.62,590.8736,372.9672,0.0,180.0,192.9672,163.7699,900.0,0.0,0.0,71.14
1182,RegionD,78.8826666667,36.187726,221.7408,0.0,548.2592,461.96,591.3088,369.568,0.0,180.0,189.568,159.4686,900.0,0.0,0.0,82.8493333333
1183,RegionD,101.6826666667,46.655344,230.3394,0.0,601.7906,470.79,602.6112,372.2718,0.0,180.0,192.2718,157.5827,900.0,0.0,0.0,106.8076666667
1184,RegionD,73.16,33.712636,234.9585,0.0,644.8515,470.67,602.4576,367.4991,0.0,180.0,187.4991,152.5121,900.0,0.0,0.0,76.94
1185,RegionD,89.2266666667,39.633152,221.8572,0.0,687.9228,435.75,557.76,335.9028,0.0,180.0,155.9028,136.8468,900.0,0.0,0.0,91.68
1186,RegionD,99.744,42.96875,203.5757,0.0,716.4243,392.7,502.656,299.0803,0.0,180.0,119.0803,119.8714,900.0,0.0,0.0,100.5186666667
1187,RegionD,105.3466666667,48.154438,213.8888,0.0,695.8912,406.36,520.1408,306.252,0.0,180.0,126.252,121.2452,900.0,0.0,0.0,110.26
1188,RegionD,69.1226666667,34.011549,190.6776,0.0,689.1324,358.11,458.3808,267.7032,0.0,180.0,87.7032,105.2074,900.0,0.0,0.0,75.98
